source,target,weight
Lilandra Neramani,Joseph MacTaggert,4.47213595499958
X-Men,Lani Ubanu,4.47213595499958
Lila Cheney,Arthur Maddicks,4.47213595499958
Rogue (Anna Marie),Amelia Greer,4.47213595499958
Roberto Da Costa (Earth-8720),Danielle Moonstar (Earth-8720),4.47213595499958
Max Eisenhardt,Rahne Sinclair (Earth-8720),4.47213595499958
Aleytys Forrester,Zsaji,4.47213595499958
Gregori Suvorov,Freedom Force,4.47213595499958
Keniuchio Harada,Lorna Dane,4.47213595499958
Rogue (Anna Marie),Death,4.47213595499958
Caliban (Earth-8591),Piotr Rasputin,4.47213595499958
Samuel Guthrie (Earth-8510),Nguyen Ngoc Coy,4.47213595499958
Executioner (Crazy Gang),Ai'sha (Earth-148),4.47213595499958
Wolfgang von Strucker,Nicholas Fury,4.47213595499958
James Braddock Jr.,Wilbur Griswald (Earth-99476),4.47213595499958
Opal Tanaka,Warlock (Technarch),4.47213595499958
Hellfire Club,Mitchell Tanner,4.47213595499958
Jean Grey,Mjnari,4.47213595499958
New Mutants (Earth-8591),Rahne Sinclair,4.47213595499958
Candace Southern,Tabitha Smith,4.47213595499958
Victor Creed,Yuriko Oyama,4.47213595499958
James Howlett,Ani-Mates,4.47213595499958
Max Eisenhardt,Bob Edwards,4.47213595499958
Robert Drake,Twelve (Mutants),4.47213595499958
X-Men,Michael (Children of Heaven),4.47213595499958
Ebenezer Laughton,Lieutenant General Fredricks,4.47213595499958
Plague,Beth (Children of Heaven),4.47213595499958
Nabatone Yokuse,James Howlett,4.47213595499958
Super-Adaptoid,Warren Worthington III,4.47213595499958
Roberto Da Costa,Alpha (Mutant),4.47213595499958
Sara Grey,Stranger (Cosmic Being),4.47213595499958
Avengers,Arilynn Williams,4.47213595499958
Ororo Munroe (Earth-811),Jason Wyngarde,4.47213595499958
Robert Kelly,Lila Cheney,4.47213595499958
Barrage,Charles Xavier,4.47213595499958
Jonathan Storm,Skullbuster,4.47213595499958
Danielle Moonstar,Angelo Macon,4.47213595499958
Alexander Summers,Jean Grey (Lady Grey),4.47213595499958
Lieutenant General Fredricks,Ebenezer Laughton,4.47213595499958
Robert Drake,Russian Armed Forces,4.47213595499958
Danielle Moonstar,Ophrah Industries,4.47213595499958
Harold Leland,John Grey,4.47213595499958
National Security Council,Shiro Yoshida,4.47213595499958
Donald Pierce,Brood Queen,4.47213595499958
Shiro Yoshida,Meggan Puceanu,4.47213595499958
Ororo Munroe (Earth-8591),Danielle Moonstar,4.47213595499958
James Howlett,Hump,4.47213595499958
Deborah Summers,Jimaine Szardos,4.47213595499958
Moira MacTaggert (Earth-TRN748),Lindsay McCabe,4.47213595499958
Brian Braddock,Red Cross,4.47213595499958
Lilandra Neramani,Dai Thomas,4.47213595499958
Katherine Power (Earth-87050),Kurt Wagner (Earth-87050),4.47213595499958
Godzilla,Amiko Kobayashi,4.47213595499958
Mark Hallett,Hepzibah,4.47213595499958
Forge,Gateway,4.47213595499958
Lilandra Neramani,Francois Le Blanc,4.47213595499958
Warren Worthington III,Annie Richardson,4.47213595499958
United States Air Force,Alexander Gentry,4.47213595499958
Katherine Pryde,Lucifer (Quist),4.47213595499958
Tyrone Johnson,Edwin Jarvis,4.47213595499958
John Proudstar,Rahne Sinclair,4.47213595499958
Rahne Sinclair (Earth-8591),Roberto Da Costa,4.47213595499958
Bob Edwards,Warlock (Technarch),4.47213595499958
Kymri (Earth-1289),X-Men,4.47213595499958
Jean Grey,Vega-Men,4.47213595499958
Jonathan Storm,Valerie Cooper,4.47213595499958
Bliss (Morlock),Madelyne Pryor,4.47213595499958
Anjulie (Earth-1289),Scott Summers,4.47213595499958
Piotr Rasputin,Harvey Elder,4.47213595499958
Hellfire Club,Katherine Pryde (Earth-8280),4.47213595499958
Vril-Rokk,Katherine Pryde,4.47213595499958
Moira MacTaggert (Earth-TRN748),William Lonestar,4.47213595499958
Samuel Guthrie,Katherine Pryde (Earth-8280),4.47213595499958
Ororo Munroe (Earth-8280),Warlock (Technarch),4.47213595499958
Danielle Moonstar,Kurt Wagner (Earth-87050),4.47213595499958
Fantastic Four,Irene Adler,4.47213595499958
Xi'an Coy Manh (Earth-8720),Janet Van Dyne (Earth-8720),4.47213595499958
Jacob Reisz,Guido Carosella,4.47213595499958
Milos Masaryk,Paul Bailey,4.47213595499958
Charles Xavier,Sheila Ramsey,4.47213595499958
Sara Grey,Zelda Kurtzberg,4.47213595499958
Jester IV,Metropolitan Police Service,4.47213595499958
Max Eisenhardt,Simon Marshall,4.47213595499958
Thor Odinson,Jennifer Ransome,4.47213595499958
Lexi,Alexander Flynn,4.47213595499958
John Grey,Kevin MacTaggert,4.47213595499958
Alpha (Mutant),Rahne Sinclair,4.47213595499958
Barbara Morse (Earth-8720),Roberto Da Costa (Earth-8720),4.47213595499958
Warlock (Technarch),Hawkshaw,4.47213595499958
Calvin Rankin,Sara Grey,4.47213595499958
John Proudstar,Brightwind,4.47213595499958
Madripoor Police Force,Nguyen Ngoc Coy,4.47213595499958
Rita Wayword,Andreas von Strucker,4.47213595499958
Jean Grey,Alysande Stuart,4.47213595499958
Theresa Pryde,Illyana Rasputina,4.47213595499958
Benjamin Grimm (Earth-8720),Ororo Munroe (Earth-8720),4.47213595499958
Rachel Summers (Earth-811),Vizier's Guard (Earth-8591),4.47213595499958
Belasco,Metropolitan Police Service,4.47213595499958
Alison Blaire,Amara Aquilla (Earth-8591),4.47213595499958
Guido Carosella,Jacob Reisz,4.47213595499958
Gosamyr,Kurt Wagner (Earth-8280),4.47213595499958
Raza Longknife,Callisto,4.47213595499958
Henry McCoy,Gor-Tok,4.47213595499958
Edwin Jarvis,Tandy Bowen,4.47213595499958
Stephen Strange (Earth-8591),X-Men,4.47213595499958
Katherine Pryde,Orphan-Maker (Peter),4.47213595499958
Charles Xavier,Buzzsaw (Children of Heaven),4.47213595499958
Vera Cantor,Nathan Summers,4.47213595499958
John Grey,Moses Magnum,4.47213595499958
Ophelia Sarkissian,New Mutants (Earth-8510),4.47213595499958
Carmen Pryde,Frost International,4.47213595499958
Tran Coy Manh,Charles Xavier,4.47213595499958
Mari-Ell,S'ym,4.47213595499958
Avengers (Earth-8591),Mark Hallett,4.47213595499958
Beth (Children of Heaven),Autumn Rolfson,4.47213595499958
Project Wideawake,Beyonder,4.47213595499958
X-Men (Masque),Bouncer (Morlock),4.47213595499958
Phoenix Force,Valerie Cooper,4.47213595499958
Xi'an Coy Manh,Roberto Da Costa (Earth-8720),4.47213595499958
National Socialist German Workers Party (Earth-597),Moira MacTaggert (Earth-TRN748),4.47213595499958
United Nations,St. John Allerdyce,4.47213595499958
Theodore Sallis,Christopher Summers,4.47213595499958
Avengers,Morlocks (Earth-8591),4.47213595499958
Illyana Rasputina,Theresa Pryde,4.47213595499958
Henry McCoy,Alpha Flight,4.47213595499958
Kevin Sidney,Katherine Pryde,4.47213595499958
Jesus Suarez,Henry McCoy,4.47213595499958
Rahne Sinclair,Ororo Munroe (Earth-8591),4.47213595499958
Katherine Pryde (Earth-8280),Roberto Da Costa,4.47213595499958
Katherine Pryde,Ani-Men,4.47213595499958
Rogue (Anna Marie),Benjamin Grimm,4.47213595499958
Jean Grey (Lady Grey),Candace Southern,4.47213595499958
Selene Gallio,Wanda Maximoff,4.47213595499958
Caliban,Janet Van Dyne,4.47213595499958
Robert Drake,Neutron (Imperial Guard),4.47213595499958
Shelby Montrobe,Jean Grey,4.47213595499958
Margaret Craig (Pseudoplasm),Jack Power,4.47213595499958
Fahe,Katherine Summers,4.47213595499958
Amahl Farouk,S'ym,4.47213595499958
Rogue (Anna Marie),Ai'sha (Earth-148),4.47213595499958
Francois Le Blanc,Paul Bailey,4.47213595499958
Susan Storm,David Haller,4.47213595499958
Hawkshaw,Warlock (Technarch),4.47213595499958
N'Daré,Alexander Summers,4.47213595499958
X-Men (Earth-8720),Rahne Sinclair (Earth-8720),4.47213595499958
Charles Xavier,Harry Malone,4.47213595499958
Crystalia Amaquelin,Ororo Munroe,4.47213595499958
Jennifer Ransome,Benjamin Grimm,4.47213595499958
Danielle Moonstar,Xi'an Coy Manh's father,4.47213595499958
Angelo Macon,Susan Storm,4.47213595499958
Skullbuster,Danielle Moonstar,4.47213595499958
Bodybag (Earth-TRN296),Red Cross,4.47213595499958
Brood Queen,X-Men,4.47213595499958
Ororo Munroe,Richard Gill,4.47213595499958
Raven Darkhölme,Robert Kelly (Earth-811),4.47213595499958
Alpha Flight,Paul Bailey,4.47213595499958
Callisto (Earth-597),Yap (Earth-TRN307),4.47213595499958
Piotr Rasputin,Vizier's Guard (Earth-8591),4.47213595499958
Clinton Barton (Earth-8720),Roberto Da Costa (Earth-8720),4.47213595499958
Henry Hawk,Katherine Pryde,4.47213595499958
David Munroe,Jimaine Szardos,4.47213595499958
Brightwind,Clinton Barton (Earth-8720),4.47213595499958
Carol Danvers,Lian Shen,4.47213595499958
Douglas Ramsey,Shellbot,4.47213595499958
John Grey,Vanisher,4.47213595499958
James Howlett,Sheila Ramsey,4.47213595499958
Alpha (Mutant),Lilandra Neramani,4.47213595499958
William (Earth-1193),James Braddock Jr.,4.47213595499958
Valerie Cooper,Ch'od,4.47213595499958
Vega-Men,Jean Grey,4.47213595499958
Amahl Farouk,Tabitha Smith,4.47213595499958
Cain Marko,Hawkshaw,4.47213595499958
Rita Wayword,Waldo (Computer),4.47213595499958
Rogue (Anna Marie),Charles Xavier (Earth-8591),4.47213595499958
James Carter,Max Eisenhardt (Earth-811),4.47213595499958
Kallark,Brotherhood of Evil Mutants,4.47213595499958
Katherine Pryde (Earth-8280),Leech,4.47213595499958
Piotr Rasputin (Earth-8280),Xi'an Coy Manh,4.47213595499958
John Grey,Commission on Superhuman Activities,4.47213595499958
Kulan Gath (Impostor) (Earth-8591),New Mutants,4.47213595499958
Ani-Men,Sara Grey,4.47213595499958
Nimrod (Earth-811),Jean Grey,4.47213595499958
Rogue (Anna Marie),Nabatone Yokuse,4.47213595499958
Kurt Wagner,M'Buele,4.47213595499958
Takeshi Matsuya,Lila Cheney,4.47213595499958
Emma Frost,Piotr Rasputin (Earth-8280),4.47213595499958
X-Men,Debra Levin,4.47213595499958
Margaret Craig (Pseudoplasm),Lockheed,4.47213595499958
Frederick Dukes,Tommy (Morlock),4.47213595499958
Benjamin Grimm,David Haller,4.47213595499958
Michael Twoyoungmen,Sara Grey,4.47213595499958
Callisto,Belasco,4.47213595499958
Crotus,Nathan Summers,4.47213595499958
Russian Armed Forces,St. John Allerdyce,4.47213595499958
Forge,Jonathan Storm,4.47213595499958
Tanya Anderssen,Charles Xavier,4.47213595499958
August Hopper,James Howlett,4.47213595499958
Tanya Anderssen,Lilandra Neramani,4.47213595499958
Wade Wilson,Sally Blevins,4.47213595499958
Zeke Sallinger,Nicholas Fury,4.47213595499958
Walter Langkowski,John Grey,4.47213595499958
Robert Drake,Thomas Regal,4.47213595499958
Kurt Wagner,Maha Yogi,4.47213595499958
Lockheed,M'Buele,4.47213595499958
Ringtoss (Earth-TRN304),Opal Luna Saturnyne (Earth-9),4.47213595499958
Raza Longknife,Bob Edwards,4.47213595499958
Nathan Summers,David Ishima,4.47213595499958
Avengers,Callisto (Earth-8591),4.47213595499958
Hellfire Club,Ray Mulholland,4.47213595499958
Vera Cantor,Paul Bailey,4.47213595499958
Raven Darkhölme,Michelle Deveraux,4.47213595499958
Robert Kelly (Earth-811),Wanda Maximoff (Earth-811),4.47213595499958
Janet Van Dyne,New Mutants (Earth-8591),4.47213595499958
X-Factor,Raza Longknife,4.47213595499958
Katherine Pryde (Earth-8720),Amara Aquilla,4.47213595499958
Paul Garwood,"Joseph Danvers, Jr.",4.47213595499958
Charles Xavier,Harvey Elder,4.47213595499958
Shelby Montrobe,Piotr Rasputin,4.47213595499958
Spyder,Sally Blevins,4.47213595499958
Red Cross,Weird Happenings Organization,4.47213595499958
Madelyne Pryor,Andrew Blanding,4.47213595499958
Kelson (Leprechaun),Max Eisenhardt,4.47213595499958
Roberto Da Costa,Shaw Industries,4.47213595499958
Stephen Strange (Earth-8591),Avengers,4.47213595499958
Nathan Summers,Mariko Yashida,4.47213595499958
Douglas Ramsey,Jubilation Lee,4.47213595499958
Khalid bin Abdul Aziz,Phoenix Force,4.47213595499958
Zabu,Elaine Grey,4.47213595499958
Jennifer Walters,Hela,4.47213595499958
Warlock (Technarch),Rogue (Anna Marie) (Earth-87050),4.47213595499958
Kurt Wagner (Earth-811),Robert Kelly (Earth-811),4.47213595499958
Thomas Cassidy,Lethbridge-Stewart,4.47213595499958
Gatecrasher (Earth-TRN295),Katherine Pryde (Earth-8919),4.47213595499958
Michael Baer,Charles Xavier,4.47213595499958
Mick Mortensen,Robert Hunter,4.47213595499958
Alpha (Mutant),Neal Conan,4.47213595499958
Bouncer (Morlock),Rogue (Anna Marie),4.47213595499958
Dominikos Petrakis,Michelle Deveraux,4.47213595499958
Douglas Ramsey,Skullbuster,4.47213595499958
Moses Magnum,Henry McCoy,4.47213595499958
Robert Drake,Stranger (Cosmic Being),4.47213595499958
Rafi,Meggan Puceanu (Earth-1189),4.47213595499958
Piotr Rasputin,Gorgon Petragon,4.47213595499958
Toko,Lila Cheney,4.47213595499958
Alison Blaire,Ray Mulholland,4.47213595499958
Stephen Strange,John Grey,4.47213595499958
Imperial Guard,Katherine Summers,4.47213595499958
Xi'an Coy Manh's mother,Henry Gyrich,4.47213595499958
Piotr Rasputin (Earth-8280),Douglas Ramsey,4.47213595499958
Victor Creed,S'ym,4.47213595499958
Dominikos Petrakis,Sybil (Oracle),4.47213595499958
Master Mold,En Sabah Nur,4.47213595499958
Alexander Summers,Magda Eisenhardt,4.47213595499958
Shiro Yoshida,Brian Braddock,4.47213595499958
Henry Gyrich,Max Eisenhardt (Earth-811),4.47213595499958
Rahne Sinclair,Eros (Earth-8591),4.47213595499958
Ororo Munroe,Medusalith Amaquelin,4.47213595499958
Max Eisenhardt (Earth-87050),Archangel (Earth-87050),4.47213595499958
Lightning Force (Earth-597),National Socialist German Workers Party (Earth-597),4.47213595499958
Jubilation Lee,Danielle Moonstar,4.47213595499958
Puff,Godzilla,4.47213595499958
Alexander Flynn,Lila Cheney,4.47213595499958
Francois Le Blanc,Lilandra Neramani,4.47213595499958
Wanda Maximoff,Sara Grey,4.47213595499958
Eros,Roberto Da Costa (Earth-8591),4.47213595499958
New Mutants,Jebediah Guthrie,4.47213595499958
Ororo Munroe,Kymri (Earth-1289),4.47213595499958
Alexander Summers,Gateway Technologies,4.47213595499958
Rita Wayword,Phoenix Force,4.47213595499958
Scott Summers,Shani,4.47213595499958
New Mutants (Earth-8591),Danielle Moonstar,4.47213595499958
Abraham Kieros,Michael (Children of Heaven),4.47213595499958
Kodiak Noatak,S'ym,4.47213595499958
Jacko Petrie,Sage,4.47213595499958
Lila Cheney,Bob (Inferno Baby),4.47213595499958
Right,Phillip (Children of Heaven),4.47213595499958
Beyonder,Black Eagle,4.47213595499958
Rahne Sinclair (Earth-8720),Amara Aquilla,4.47213595499958
Robert Drake,Gregori Suvorov,4.47213595499958
Lifeline,Carol Danvers,4.47213595499958
James Howlett (Earth-87050),New Mutant Bratpack (Earth-87050),4.47213595499958
Danielle Moonstar,Jimaine Szardos,4.47213595499958
Lilandra Neramani,Nabatone Yokuse,4.47213595499958
Brandy Clark,Ororo Munroe,4.47213595499958
Bouncer (Morlock),Henry McCoy,4.47213595499958
Thomas Regal,Henry McCoy,4.47213595499958
Gabrielle Haller,Valerie Cooper,4.47213595499958
Lila Cheney,Luis Rodriguez,4.47213595499958
Philip Summers,Moira MacTaggert (Earth-TRN748),4.47213595499958
Angelo Macon,Fantastic Four,4.47213595499958
Raven Darkhölme,Shiro Yoshida,4.47213595499958
Lockheed (Earth-597),High Priest (Earth-1289),4.47213595499958
Charles Xavier,Martin Davis,4.47213595499958
Meggan Puceanu,High Priest (Earth-1289),4.47213595499958
Rogue (Anna Marie),Philip Ramsey,4.47213595499958
Eros,Ororo Munroe,4.47213595499958
Brightwind,Fantastic Four (Earth-8720),4.47213595499958
William Lonestar,Selene Gallio,4.47213595499958
Cameron Hodge,Phillip Moreau,4.47213595499958
Sage,N'Daré,4.47213595499958
Juan Meroz,Robert Drake,4.47213595499958
Madelyne Pryor,Cylla Markham,4.47213595499958
Freedom Force (Earth-8720),Brightwind,4.47213595499958
Roberto Da Costa (Earth-87050),Rogue (Anna Marie) (Earth-87050),4.47213595499958
Weird Happenings Organization,New Mutants,4.47213595499958
Cr'reee,John Cheever,4.47213595499958
Tyrone Johnson,Simon Marshall,4.47213595499958
Mutant Master,Robert Drake,4.47213595499958
Mjnari,Jean Grey,4.47213595499958
United Nations,Rita Wayword,4.47213595499958
Alexander Power (Pseudoplasm),Katherine Pryde,4.47213595499958
Alysande Stuart,Douglas Ramsey,4.47213595499958
Paul Bailey,Scintilla,4.47213595499958
Henry McCoy,N'Daré,4.47213595499958
Illyana Rasputina,Jacob Reisz,4.47213595499958
Phoenix Force,Shelby Montrobe,4.47213595499958
Raven Darkhölme,Préfecture de Police de Paris,4.47213595499958
Opul Lun Sat-Yr-Nin (Earth-794),Yap (Earth-TRN307),4.47213595499958
Amara Aquilla (Earth-87050),Danielle Moonstar (Earth-87050),4.47213595499958
Ororo Munroe,Heather Tucker,4.47213595499958
Nigel Frobisher,Rafi,4.47213595499958
Ralph Roberts,Scott Summers,4.47213595499958
Lockheed (Earth-1289),Scott Summers,4.47213595499958
Mark Hallett,Lila Cheney,4.47213595499958
X-Men,Rahne Sinclair (Earth-8591),4.47213595499958
Alpha (Mutant),Xi'an Coy Manh,4.47213595499958
Rachel Summers (Earth-8591),Alison Blaire,4.47213595499958
Paige Guthrie,New Mutants,4.47213595499958
Philip Summers,Lilandra Neramani,4.47213595499958
Callisto (Earth-8591),Amara Aquilla,4.47213595499958
Alice MacAllister,Warlock (Technarch),4.47213595499958
Douglas Ramsey,Metropolitan Police Service,4.47213595499958
Steven Danvers,Alison Blaire,4.47213595499958
Jacob Reisz,Kurt Wagner,4.47213595499958
Avengers (Earth-8591),Janet Van Dyne,4.47213595499958
Selene Gallio (Earth-8591),X-Men,4.47213595499958
Raven Darkhölme,Jason Wyngarde,4.47213595499958
San Francisco Police Department,Nathan Summers,4.47213595499958
S'ym,Harry Palmer,4.47213595499958
Margaret Thatcher,Sean Cassidy,4.47213595499958
Cain Marko,Wipeout,4.47213595499958
Janet Van Dyne,Arilynn Williams,4.47213595499958
Katherine Pryde,Jeanne-Marie Beaubier,4.47213595499958
Starjammers,Bob Edwards,4.47213595499958
Elaine Grey,Ralph Roberts,4.47213595499958
Janet Van Dyne,Kulan Gath (Impostor),4.47213595499958
Harry Malone,Rogue (Anna Marie),4.47213595499958
Max Eisenhardt (Earth-87050),Samuel Guthrie,4.47213595499958
Horsemen of Apocalypse,X-Men,4.47213595499958
Avengers,Kulan Gath (Impostor) (Earth-8591),4.47213595499958
Wanda Maximoff (Earth-8591),Rogue (Anna Marie),4.47213595499958
Alexander Gentry,Joe Harris,4.47213595499958
Jubilation Lee,Illyana Rasputina,4.47213595499958
Vixen (British Crimelord),Rita Wayword,4.47213595499958
Roberto Da Costa,John Proudstar,4.47213595499958
Charles Xavier,Tusk (Inhuman),4.47213595499958
Bliss (Morlock),Carol Danvers,4.47213595499958
Scott Summers,Sabrina Morrel,4.47213595499958
"Warren Worthington, Jr.",Charles Xavier,4.47213595499958
Irene Adler,Commission on Superhuman Activities,4.47213595499958
Henry McCoy,Moses Magnum,4.47213595499958
Jean Grey,Lian Shen,4.47213595499958
X-Men,Juliana Worthing,4.47213595499958
Sean Cassidy,Gateway,4.47213595499958
Hobgoblin (Imperial Guard),John Grey,4.47213595499958
Peter Parker,Sara Grey,4.47213595499958
Harry Malone,Madelyne Pryor,4.47213595499958
Jonathan Storm,Angelo Macon,4.47213595499958
Kurt Wagner,Thomas Regal,4.47213595499958
James Howlett (Earth-87050),Arbitrators (Earth-87050),4.47213595499958
Ahmet Abdol,Charles Xavier,4.47213595499958
Nicholas Fury,Skullbuster,4.47213595499958
Xi'an Coy Manh,Rita Wayword,4.47213595499958
Benjamin Grimm,Mark Hallett,4.47213595499958
Katherine Summers,Tongah,4.47213595499958
Phillip Moreau,Loki Laufeyson,4.47213595499958
Bonebreaker,Sharon Kelly,4.47213595499958
New Mutants (Earth-8591),Rogue (Anna Marie),4.47213595499958
Mutant Master,Warren Worthington III,4.47213595499958
Matsu'o Tsurayaba,Brian Braddock,4.47213595499958
Lilandra Neramani,Vera Cantor,4.47213595499958
Rahne Sinclair (Earth-8720),Janet Van Dyne (Earth-8720),4.47213595499958
Xi'an Coy Manh,Kodiak Noatak,4.47213595499958
Piotr Rasputin,Miss Octavia,4.47213595499958
Reavers,Phoenix Force,4.47213595499958
Roberto Da Costa (Earth-8591),New Mutants,4.47213595499958
Death,Mark Hallett,4.47213595499958
Jean Grey (Lady Grey),James Madrox,4.47213595499958
Nguyen Ngoc Coy,Rahne Sinclair (Earth-8510),4.47213595499958
Kevin Sidney,Robert Drake,4.47213595499958
Warren Worthington III,D'ken Neramani,4.47213595499958
Beyonder,Henry Gyrich,4.47213595499958
Sally Blevins,Lucinda Guthrie,4.47213595499958
Anthony Stark,Amahl Farouk,4.47213595499958
Irene Adler,Gabrielle Haller,4.47213595499958
Ch'od,Wanda Maximoff,4.47213595499958
Rita Wayword,Jennifer Ransome,4.47213595499958
Project Armageddon,Henry McCoy,4.47213595499958
Ororo Munroe,Crotus,4.47213595499958
Xi'an Coy Manh (Earth-8720),Benjamin Grimm (Earth-8720),4.47213595499958
Henry McCoy,Joe Harris,4.47213595499958
Lila Cheney,Angelica Jones,4.47213595499958
X-Men,Zelda Kurtzberg,4.47213595499958
Valerie Cooper,Xi'an Coy Manh,4.47213595499958
Ororo Munroe (Earth-87050),Ruth Eisenhardt,4.47213595499958
Reed Richards,Healer (Morlock),4.47213595499958
John Proudstar,Ani-Mates,4.47213595499958
Rogue (Anna Marie),Vision (Earth-8591),4.47213595499958
Juliana Sandoval,Illyana Rasputina,4.47213595499958
Jerome Hamilton (Battleaxe),Alexander Summers,4.47213595499958
Rogue (Anna Marie) (Earth-87050),Archangel (Earth-87050),4.47213595499958
Scott Summers,Victor Milan,4.47213595499958
Piotr Rasputin,Nigel Frobisher (Earth-1289),4.47213595499958
Avengers (Earth-8591),X-Men,4.47213595499958
New Mutants,Vision (Earth-8591),4.47213595499958
Madelyne Pryor,Bliss (Morlock),4.47213595499958
Bonebreaker,Katherine Pryde,4.47213595499958
Vega-Superior,Lorna Dane,4.47213595499958
Elaine Grey,Townshend Horgan,4.47213595499958
United States Navy,Vision (Earth-8591),4.47213595499958
Jonathan Storm,Muir Island X-Men,4.47213595499958
Avengers,Caliban,4.47213595499958
Mark Hallett (Earth-8591),Eros,4.47213595499958
Russian Navy,Jean Grey,4.47213595499958
Excalibur,Margaret Craig (Pseudoplasm),4.47213595499958
August Hopper,Kurt Wagner,4.47213595499958
Madelyne Pryor,X-Terminators,4.47213595499958
X-Men,Vera Cantor,4.47213595499958
Lian Shen,Danielle Moonstar,4.47213595499958
Katherine Pryde,Alexander Power (Pseudoplasm),4.47213595499958
Punchout,Benjamin Grimm,4.47213595499958
Bob Edwards,Gendarmerie Nationale,4.47213595499958
Arilynn Williams,Rachel Summers (Earth-811),4.47213595499958
Nigel Frobisher,Sebastian Shaw,4.47213595499958
Frederick Animus,S'ym,4.47213595499958
John Proudstar,SecBots,4.47213595499958
Master Mold,Arabella Jones,4.47213595499958
Lilandra Neramani,Rita Wayword,4.47213595499958
Steven Rogers,Phillip Moreau,4.47213595499958
Warlock (Technarch),Juliana Sandoval,4.47213595499958
Executioner (Crazy Gang),Brion Burdack (Earth-148),4.47213595499958
Paul Bailey,Ahmet Abdol,4.47213595499958
Brion Burdack (Earth-148),Jester IV,4.47213595499958
Rahne Sinclair (Earth-8510),Ophelia Sarkissian,4.47213595499958
Freedom Force,James Jaspers,4.47213595499958
Robert Drake,Captain Hama,4.47213595499958
Pietro Maximoff,Madelyne Pryor,4.47213595499958
Ophelia Sarkissian,Gladiators,4.47213595499958
Rachel Summers (Earth-811),Alexander Flynn,4.47213595499958
Anthony Stark (Earth-8720),Ororo Munroe (Earth-8720),4.47213595499958
Smartship Friday,Margaret Craig (Pseudoplasm),4.47213595499958
Xi'an Coy Manh,Vanessa Carlysle,4.47213595499958
Illyana Rasputina,Yuriko Oyama,4.47213595499958
Forge,Vertigo (Savage Land Mutate),4.47213595499958
Xi'an Coy Manh,Da Costa International,4.47213595499958
Glow Worm,Frederick Dukes,4.47213595499958
Donald Pierce,Elaine Grey,4.47213595499958
Rafi,James Braddock Jr.,4.47213595499958
Scott Summers,Lian Shen,4.47213595499958
Murray Reese,Nicholas Fury,4.47213595499958
Carmen Pryde,Living Armada,4.47213595499958
Vision (Earth-8591),Mark Hallett,4.47213595499958
Xi'an Coy Manh's mother,Charles Xavier,4.47213595499958
Paige Guthrie,Charasulla,4.47213595499958
Aleytys Forrester,Simon Marshall,4.47213595499958
Victor Creed,Wade Cole,4.47213595499958
Manuel de la Rocha,Healer (Morlock),4.47213595499958
Meggan Puceanu,Margaret Craig (Pseudoplasm),4.47213595499958
Jimaine Szardos,Infant Terrible,4.47213595499958
Cormick Grimshaw,Cain Marko,4.47213595499958
Douglas Ramsey,Irene Adler,4.47213595499958
Jonathan Storm,Thomas Corsi,4.47213595499958
Avengers,Shiro Yoshida,4.47213595499958
Piotr Rasputin,Gauntlet (Dark Riders),4.47213595499958
Scott Summers,Mutant Master,4.47213595499958
Mercedes Knight,Soul-Drinker,4.47213595499958
En Sabah Nur,Forge,4.47213595499958
Robert Kelly (Earth-811),Reed Richards (Earth-811),4.47213595499958
Paul Bailey,Romulus Augustulus,4.47213595499958
Douglas Ramsey,Black Eagle,4.47213595499958
Fantastic Four,Murray Reese,4.47213595499958
Spyder,Russell (Inferno Baby),4.47213595499958
Henry McCoy,Bouncer (Morlock),4.47213595499958
Alfie O'Meagan (Earth-8908),Rita Wayword,4.47213595499958
Moira MacTaggert (Earth-TRN748),Magda Eisenhardt,4.47213595499958
Forge,En Sabah Nur,4.47213595499958
Mark Hallett (Earth-8591),Alison Blaire,4.47213595499958
Arbitrators (Earth-87050),Danielle Moonstar (Earth-87050),4.47213595499958
Carol Danvers,Jerome Hamilton (Battleaxe),4.47213595499958
Lian Shen,Anthony Stark,4.47213595499958
X-Men,Mark Hallett (Earth-8591),4.47213595499958
Infant Terrible,Jimaine Szardos,4.47213595499958
Gateway Technologies,Douglas Ramsey,4.47213595499958
Kurt Wagner,Stephen Strange (Earth-8591),4.47213595499958
Rahne Sinclair,Warlock (Technarch) (Earth-8591),4.47213595499958
Robert Kelly (Earth-811),Benjamin Grimm (Earth-811),4.47213595499958
Garokk,Alpha (Mutant),4.47213595499958
Piotr Rasputin,Matsu'o Tsurayaba,4.47213595499958
Christopher Summers,John Cheever,4.47213595499958
Franklin Richards,Tabitha Smith,4.47213595499958
Frederick Dukes (Earth-8720),Xi'an Coy Manh (Earth-8720),4.47213595499958
Ororo Munroe (Earth-87050),Jakob Eisenhardt,4.47213595499958
Warren Worthington III,Super-Adaptoid,4.47213595499958
Marauders,Sean Cassidy,4.47213595499958
Rita Wayword,Lilandra Neramani,4.47213595499958
Sara Grey,Jean-Paul Beaubier,4.47213595499958
Brightwind,Janet Van Dyne (Earth-8720),4.47213595499958
Tanya Anderssen,John Grey,4.47213595499958
William Lonestar,Piotr Rasputin,4.47213595499958
Townshend Horgan,Paul Bailey,4.47213595499958
Hu Yaobang,Phoenix Force,4.47213595499958
Lethbridge-Stewart,Fran Morrow,4.47213595499958
United States Air Force,Vision (Earth-8591),4.47213595499958
Paul Garwood,Steven Danvers,4.47213595499958
