,character name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235
76,New York City Police Department,1300,1300,1300,1300,1300,1140,1100,400,1220,1200,920,900,920,900,720,700,700,700,700,0,100,620,200,300,720,200,300,320,100,200,0,0,0,500,220,120,220,120,100,100,200,0,100,100,200,200,100,400,200,200,100,100,0,300,0,0,100,0,0,0,220,100,700,0,1000,100,500,200,100,320,0,400,100,100,100,200,2200,200,0,0,500,100,200,200,200,200,200,0,0,0,400,200,200,100,800,0,100,200,300,300,300,300,300,300,220,500,200,300,0,300,0,0,100,0,120,300,300,0,0,200,300,20,300,0,0,0,0,20,100,200,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,300,200,300,200,320,200,300,200,500,200,0,0,0,100,0,0,0,100,100,100,0,0,100,300,200,100,0,0,0,100,0,100,0,320,500,500,100,100,100,0,0,0,0,100,0,0,0,0,200,0,0,200,100,0,0,0,0,120,0,200,300,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,100,100,0,0,0,0,0,100,100,0,0,0,0,0
77,Frederick Dukes,1160,1160,1160,1160,1180,1200,860,524,960,1180,808,808,808,808,1124,600,600,600,600,4,104,824,124,0,824,724,0,160,300,20,100,104,100,4,24,24,24,24,204,0,344,0,220,220,40,40,40,140,40,40,4,8,24,0,404,0,0,104,100,4,4,0,140,0,1160,0,104,4,104,400,104,0,100,100,100,204,200,3012,200,200,420,820,2224,2224,1604,2704,1908,300,0,400,200,40,4,20,760,100,20,200,720,1120,1120,720,520,720,560,600,100,100,100,400,0,100,404,0,20,600,0,520,400,20,0,0,720,0,400,0,0,0,2104,1004,940,940,840,840,940,940,840,840,940,940,840,840,940,940,840,840,220,100,100,100,120,0,200,100,700,500,100,100,100,0,1300,700,1000,0,100,100,100,100,320,400,500,0,0,0,0,0,0,0,0,100,700,700,0,400,300,0,0,100,100,0,0,100,200,0,0,400,0,1400,1000,0,0,0,0,300,0,700,1200,1200,300,300,300,320,300,300,100,400,120,100,400,400,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,220
78,Stephanie Hunter,1600,1600,1600,1600,1320,700,1000,600,1220,1420,240,240,240,240,600,1740,1740,1740,1740,0,700,200,200,0,200,520,0,620,520,0,0,0,0,200,0,0,0,0,0,0,420,100,120,120,100,100,0,300,100,100,100,100,100,0,0,0,0,300,300,0,0,0,920,0,1020,300,300,100,0,100,100,0,100,100,100,0,0,200,2400,0,0,100,100,100,100,100,100,300,400,200,100,0,100,0,300,300,800,100,1200,1100,1100,1100,900,1100,100,100,0,0,0,0,100,100,100,300,500,0,0,500,0,600,0,0,500,300,220,300,220,200,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,320,0,0,0,0,0,0,0,200,200,400,400,0,0,0,0,0,0,0,0,0,0,0,100,100,0,200,200,100,0,100,0,100,0,100,20,300,0,0,100,100,200,100,0,0,300,100,200,0,0,500,200,200,0,220,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Katherine Pryde (Earth-811),740,740,740,740,740,220,2804,20,620,720,100,100,100,100,200,600,600,600,600,0,0,0,0,0,0,500,0,120,100,0,0,0,0,120,120,120,120,120,100,0,200,0,0,0,100,100,0,100,100,100,0,0,0,0,0,0,0,100,100,100,100,2304,200,600,2520,0,120,20,0,20,0,20,0,0,0,200,0,200,0,2804,2804,200,200,200,200,200,200,100,100,0,0,100,0,0,440,0,0,1860,100,0,0,0,0,100,20,100,0,200,0,0,0,0,0,0,20,0,20,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1404,400,0,0,2304,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304,500,700,800,0,0
80,Rachel Summers (Earth-811),2604,2604,2604,2604,2184,780,5608,140,1880,2220,400,380,400,380,320,1440,1440,1340,1340,40,140,160,120,4,140,600,0,420,220,0,0,0,0,520,280,280,280,280,200,0,700,100,200,200,400,400,200,400,400,400,0,0,0,0,0,0,0,200,200,200,220,3904,1020,1200,5240,0,520,320,100,244,0,320,0,0,0,200,500,420,0,2804,6208,300,520,520,420,420,420,300,200,0,220,320,0,100,2064,100,300,2960,804,804,804,524,524,704,520,620,304,720,0,100,0,300,320,200,380,100,520,300,100,504,520,200,420,100,200,100,100,20,220,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,200,0,0,0,0,0,0,0,200,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,0,0,0,1804,700,0,0,3904,2204,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,3904,800,1000,1200,0,0
81,Brotherhood of Evil Mutants,720,720,720,720,620,540,620,200,420,720,124,124,124,124,424,660,660,660,660,0,0,104,100,0,104,300,0,200,200,100,100,100,100,0,4,4,4,4,100,0,140,0,0,0,100,100,100,200,100,100,0,20,100,0,500,0,0,100,100,124,0,0,100,0,620,0,100,0,0,0,100,0,0,0,0,220,100,820,100,200,300,1304,700,700,600,600,420,300,20,400,100,100,20,0,400,0,0,0,0,500,500,0,0,0,240,520,200,200,100,500,0,100,200,100,0,0,0,100,0,0,0,0,0,0,400,0,0,0,0,0,500,500,400,400,500,500,400,400,500,500,400,400,500,500,400,400,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,500,0,0,0,0,0,0,0,100,0,100,0,0,200,120,200,200,100,400,120,100,400,500,100,0,0,0,0,0,0,0,0,0,0,0,0,0,200,320
82,Raven Darkhölme,1820,1820,1820,1820,1660,1740,1020,720,1460,1940,1124,1124,1124,1124,1420,1040,1040,1040,1040,20,400,1104,700,0,1104,1200,0,220,400,100,100,0,100,0,20,20,20,20,200,0,420,300,200,200,120,120,120,220,120,120,0,20,100,0,0,0,0,100,100,20,0,0,340,0,1220,0,100,0,200,500,100,0,300,300,300,220,200,2224,100,200,520,700,3604,3504,2204,2204,1824,300,0,200,300,220,20,20,1640,100,20,300,640,640,640,620,520,640,760,500,300,300,200,300,0,400,1104,200,20,600,200,1220,500,20,0,0,620,0,0,0,0,100,2004,904,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,220,200,100,100,120,0,200,100,1000,820,200,200,100,0,1220,700,900,100,300,300,300,200,320,400,500,0,0,0,0,0,0,0,0,100,600,600,300,600,500,0,100,300,500,0,0,500,600,200,0,200,400,900,900,0,0,0,0,300,0,700,1200,1200,300,300,100,200,100,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Raven Darkhölme,1820,1820,1820,1820,1660,1740,1020,720,1460,1940,1124,1124,1124,1124,1420,1040,1040,1040,1040,20,400,1104,600,0,1104,1100,0,220,300,100,100,0,100,0,20,20,20,20,200,0,320,300,200,200,120,120,120,220,120,120,0,20,100,0,0,0,0,100,100,20,0,0,340,0,1220,0,100,0,100,500,100,0,200,200,200,220,200,2224,100,200,520,700,3504,3504,2204,2204,1824,300,0,200,300,120,20,20,1540,100,20,300,640,640,640,620,520,640,760,500,300,300,200,300,0,400,1104,200,20,600,200,1220,500,20,0,0,620,0,0,0,0,0,2004,904,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,220,100,100,100,120,0,200,100,1000,820,200,200,100,0,1220,700,900,0,200,200,200,200,320,400,500,0,0,0,0,0,0,0,0,100,600,600,300,600,500,0,100,300,400,0,0,400,500,200,0,200,400,900,900,0,0,0,0,300,0,700,1200,1200,300,300,100,200,100,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Irene Adler,1120,1120,1120,1120,960,1040,620,520,840,1340,524,524,524,524,800,540,540,540,540,0,200,504,200,0,504,500,0,120,300,0,0,0,0,0,20,20,20,20,100,0,320,0,100,100,20,20,20,120,20,20,0,0,0,0,0,0,0,100,100,20,0,0,140,0,920,0,100,0,100,400,100,0,200,200,200,200,200,1604,100,200,420,600,2204,2204,2204,1604,1604,300,0,0,300,20,0,20,840,100,20,100,240,240,240,220,220,240,660,500,300,300,200,300,0,200,804,100,20,400,0,720,400,20,0,0,220,0,0,0,0,0,1404,804,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,100,100,100,120,0,200,100,400,520,200,200,100,0,800,700,700,0,200,200,200,200,120,300,400,0,0,0,0,0,0,0,0,100,300,300,0,400,300,0,100,300,300,0,0,200,200,0,0,0,100,300,300,0,0,0,0,100,0,500,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,St. John Allerdyce,1020,1020,1020,1020,1040,1160,720,500,820,1040,804,804,804,804,1000,460,460,460,460,0,100,804,100,0,804,700,0,120,300,0,0,0,0,0,20,20,20,20,100,0,340,0,200,200,20,20,20,120,20,20,0,0,0,0,200,0,0,100,100,0,0,0,120,0,1020,0,100,0,100,400,100,0,100,100,100,200,200,2704,100,200,420,600,2204,2204,1604,2704,1904,200,0,200,200,20,0,20,740,100,20,200,720,920,920,720,520,720,560,500,100,100,100,300,0,100,304,0,20,600,0,520,400,20,0,0,720,0,200,0,0,0,2104,1004,740,740,640,640,740,740,640,640,740,740,640,640,740,740,640,640,220,100,100,100,120,0,200,100,700,500,100,100,100,0,1300,700,1000,0,100,100,100,100,320,400,500,0,0,0,0,0,0,0,0,100,700,700,0,400,300,0,0,100,100,0,0,100,200,0,0,300,0,1200,1000,0,0,0,0,300,0,700,1200,1200,300,300,200,300,200,200,0,200,20,0,200,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
86,Dominikos Petrakis,940,940,940,940,960,980,640,420,740,960,604,604,604,604,804,460,460,460,460,0,100,604,120,0,604,420,0,140,300,20,0,0,0,0,20,20,20,20,100,0,320,0,100,100,40,40,40,140,40,40,0,4,20,0,0,0,0,100,100,0,0,0,140,0,940,0,100,0,100,300,100,0,100,100,100,204,200,1908,100,200,420,420,1824,1824,1604,1904,1908,200,0,0,200,40,4,20,660,100,20,100,320,320,320,320,320,320,460,300,100,100,100,100,0,100,304,0,20,500,0,420,300,20,0,0,320,0,0,0,0,0,1504,1004,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,220,100,100,100,120,0,200,100,500,400,100,100,100,0,900,700,700,0,100,100,100,100,220,400,500,0,0,0,0,0,0,0,0,100,400,400,0,300,200,0,0,100,100,0,0,100,100,0,0,0,0,500,500,0,0,0,0,200,0,600,800,800,100,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Henry Gyrich,540,540,540,540,240,300,240,0,420,380,0,0,0,0,120,540,540,540,540,0,0,20,0,0,20,300,0,20,0,0,100,100,100,0,20,20,20,20,100,0,120,0,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,0,340,0,300,0,0,100,0,0,0,0,0,100,0,300,300,100,300,300,300,300,300,200,200,1004,0,100,100,0,0,0,320,0,200,0,300,400,400,300,300,300,200,100,100,200,0,100,0,520,620,520,100,0,0,120,0,100,0,0,0,0,100,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20
88,Aleytys Forrester,1300,1300,1300,1300,1300,900,1100,420,1000,1100,60,60,60,60,620,1424,1424,1424,1424,0,500,340,320,0,140,720,0,100,320,100,0,0,0,100,40,40,40,40,0,0,1040,100,120,120,0,0,0,120,0,0,0,0,0,0,0,100,0,300,300,20,0,0,640,0,820,100,100,0,0,200,100,100,0,0,0,0,0,0,400,100,200,20,0,0,0,0,0,0,1604,100,100,100,0,0,300,100,120,100,620,320,320,420,420,440,100,0,0,0,0,0,0,0,0,0,220,0,100,100,100,140,0,0,120,0,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Theresa Cassidy,400,400,400,400,400,300,100,0,400,300,200,200,200,200,300,420,420,420,420,0,400,200,200,0,200,400,0,0,100,0,100,300,400,0,0,0,0,0,300,0,120,300,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,0,0,0,400,200,0,0,400,200,200,0,200,0,100,100,1400,100,0,0,0,300,0,0,0,0,1000,1000,0,0,500,0,400,0,0,0,300,0,0,100,0,0,0,0,300,0,0,0,0,0,0,1000,0,0,0,0,0,1000,1000,900,900,1000,1000,900,900,1000,1000,900,900,1000,1000,900,900,0,0,0,0,0,0,0,0,200,300,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,300,0,0,100,100,100,100,0,0,200,300,200,0,200,300,840,400,0,0,0,0,0,0,0,0,0,0,0,200,120,200,200,500,1000,520,400,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,520
90,Caliban,640,640,640,640,640,2300,640,0,500,720,2020,2020,2020,2020,2320,600,600,600,600,0,100,2020,0,20,1920,100,0,100,200,0,0,0,0,300,100,100,100,100,0,0,220,0,100,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,140,0,0,300,0,620,100,300,200,0,120,220,300,0,0,0,0,400,200,100,0,220,100,300,300,300,200,200,100,100,100,3000,0,0,100,420,0,0,100,220,220,220,220,20,220,620,1300,520,700,1100,800,0,100,200,100,0,1500,200,0,0,20,300,0,200,0,0,0,0,0,200,100,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,0,0,200,200,220,0,200,100,1600,0,0,0,500,0,0,0,0,0,0,0,0,0,500,1000,1100,0,0,0,0,0,0,0,0,1700,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,1000,1000,0,0,0,0,0,0,1300,1400,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,1100,1000,100,100,100,100,100,200,0,0,0,0,0,0
91,Carol Danvers,2364,2364,2284,2284,2208,1564,1560,848,1980,2292,184,184,184,184,40,1464,1464,1444,1444,0,64,40,440,0,48,648,100,1624,104,300,116,0,100,400,108,108,108,108,20,0,620,0,100,100,1240,1024,704,1324,1124,1024,0,120,100,100,0,168,0,0,0,120,0,104,1100,0,1544,200,400,0,260,728,0,400,140,140,140,220,200,40,0,100,320,100,220,120,20,20,40,0,100,0,0,2732,220,604,1492,120,400,320,600,600,600,600,600,600,824,140,120,120,0,0,100,0,20,0,404,0,100,60,0,400,200,200,500,0,0,0,0,120,20,44,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,100,260,120,0,0,100,0,0,20,800,120,100,4,100,0,0,0,328,260,240,140,40,0,100,100,300,100,204,300,300,200,200,300,0,0,0,300,100,100,100,0,20,120,100,100,160,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
92,Cal'syee Neramani,920,920,920,920,620,620,520,120,920,920,100,100,100,100,4,620,620,620,620,0,400,0,20,200,0,120,300,740,0,20,200,0,200,0,0,0,0,0,0,0,300,0,0,0,420,320,120,520,320,320,500,504,420,200,0,20,0,0,0,0,0,0,20,0,520,0,0,0,0,0,0,0,0,0,0,4,200,4,100,0,0,20,20,20,0,0,4,0,0,0,0,220,904,300,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,400,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,100,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Sikorsky,720,720,640,640,640,740,640,120,620,720,140,140,140,140,120,820,820,820,820,0,4,140,0,100,144,204,200,904,4,0,0,0,0,100,4,4,4,4,0,0,300,0,0,0,820,604,404,804,704,704,100,200,100,100,0,0,0,0,0,20,0,0,400,0,620,100,100,0,0,0,0,100,0,0,0,0,100,20,0,0,100,0,20,20,20,20,20,0,0,0,100,604,300,904,140,100,400,120,400,400,400,400,400,400,220,20,20,20,0,0,0,0,20,0,300,0,100,0,0,300,0,100,300,0,0,0,0,0,20,20,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,100,0,20,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,0,0,0,0,0,0
94,Rogue (Anna Marie),8432,8436,8416,8420,6848,2836,3556,3512,6948,7648,1632,1612,1632,1612,1148,3008,3008,2908,2908,120,944,948,1640,4,972,1524,0,864,620,100,404,20,400,1044,588,488,588,488,640,0,1880,500,700,700,640,560,440,580,560,560,100,120,200,0,0,444,0,0,0,520,20,264,1960,220,3708,320,844,324,380,3896,0,824,160,160,160,320,800,760,300,440,2064,400,1640,1540,840,740,660,320,300,300,420,1492,220,140,8660,280,224,1640,1224,1124,1124,1004,1104,1004,3448,1664,908,1924,100,520,300,500,820,300,560,200,844,1984,800,448,720,300,600,100,220,100,100,540,740,688,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,220,280,1324,720,720,1120,1020,620,1224,4808,500,300,804,720,820,620,620,1264,380,360,240,140,228,400,120,500,300,404,400,400,200,500,400,20,120,120,960,140,140,120,100,220,320,260,220,520,600,600,0,20,820,120,0,0,0,0,0,0,0,0,20,20,0,0,20,20,20,20,0,120,0,0,120,120,0,0,0,0,0,0,0,0,0,0,260,20,20,0,0,0
95,S'ym,360,360,360,360,500,60,340,120,340,660,40,40,40,40,40,320,320,320,320,0,20,20,0,0,20,100,0,120,0,0,0,0,0,600,0,0,0,0,0,0,800,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,100,1720,0,540,500,500,100,0,240,0,0,0,0,0,0,0,100,300,0,100,0,100,100,100,100,100,0,100,0,0,120,0,100,280,2108,920,200,1900,1900,1900,1700,1800,1900,160,20,20,20,0,0,0,0,0,0,920,300,400,100,0,1120,0,200,1600,300,300,300,300,300,100,100,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,500,0,20,20,20,0,20,20,120,140,200,200,20,0,100,100,100,120,0,0,0,0,220,20,20,0,0,0,0,0,0,300,0,0,100,100,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,200,200,0,300,300,300,0,500,300,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
96,Xi'an Coy Manh,704,704,624,624,364,224,324,0,224,724,64,64,64,64,24,1128,1128,1128,1128,0,204,44,0,100,44,600,0,700,0,0,0,0,0,424,0,0,0,0,0,0,1420,0,0,0,400,400,300,400,400,400,0,100,0,0,0,0,0,0,0,0,0,0,2600,0,640,600,420,20,0,304,0,300,0,0,0,0,100,20,800,0,300,0,20,20,20,20,20,200,120,0,0,400,0,400,224,920,3112,100,3160,3060,3060,2760,2664,2760,100,120,120,120,0,0,400,0,20,200,2024,0,340,0,0,2428,0,320,1860,600,420,700,420,100,20,20,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,840,0,60,20,20,0,20,20,40,104,600,600,20,0,0,0,0,0,0,0,0,0,20,0,100,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,20,20,20,420,520,420,20,0,0,4,4,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Lockheed,1960,1960,1960,1960,1920,1060,4200,520,1680,1980,340,340,340,340,300,1200,1200,1200,1200,100,240,200,120,0,220,540,0,520,240,0,0,0,0,400,180,180,180,180,200,0,600,100,0,0,400,220,120,440,320,320,0,0,0,0,0,400,0,120,120,520,20,2560,1020,700,3980,200,300,0,0,320,100,300,0,0,0,100,200,200,100,1860,2960,0,300,300,100,200,100,0,100,0,100,320,0,120,1640,200,100,4708,620,620,620,520,620,420,700,600,400,620,100,100,300,100,100,0,320,0,300,200,100,420,100,320,440,100,200,100,100,20,200,100,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,100,0,320,220,220,200,220,220,200,600,300,100,100,20,200,100,200,0,0,0,0,0,20,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1520,500,0,0,2560,1920,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,2560,300,500,820,0,0
98,New Mutants,3284,3304,3204,3224,1648,1340,1148,1100,1820,2620,1380,1380,1380,1380,1040,2920,2920,2920,2920,200,1260,1060,40,104,1160,1660,0,1120,140,0,0,0,0,1920,120,120,120,120,0,0,3840,200,100,100,600,600,500,600,600,500,0,100,0,0,0,0,0,0,0,0,100,120,5932,0,1780,1900,1700,100,20,564,0,500,40,40,40,0,300,720,1200,100,804,0,640,640,240,720,320,300,620,0,220,600,0,400,1224,1900,3160,620,11420,10736,10736,10336,8852,9840,420,680,344,400,0,320,400,100,240,300,3888,400,1400,1260,100,4372,120,540,6964,1100,1120,1400,920,980,740,220,2440,2440,2440,2440,2440,2440,2440,2440,2440,2440,2440,2440,2440,2440,2440,2440,2420,120,180,124,124,20,124,124,1420,1140,1140,1020,340,4,620,100,400,204,40,40,40,40,340,100,1000,0,300,800,700,20,600,300,600,0,1100,1020,720,0,0,20,40,40,40,100,0,720,520,300,0,600,900,3500,3300,700,820,920,820,820,900,400,1420,1620,800,700,300,500,300,500,0,300,200,100,200,100,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0
99,Samuel Guthrie,3084,3104,3004,3024,1548,1440,1048,1100,1720,2420,1480,1480,1480,1480,1140,2540,2540,2540,2540,200,1260,1160,140,104,1260,1260,0,1120,40,0,200,500,500,1920,120,120,120,120,400,0,3360,100,100,100,600,600,500,600,600,500,0,100,0,0,520,0,0,0,0,0,300,220,5732,100,1780,1800,1700,100,20,644,0,500,40,40,40,0,300,1120,1100,0,804,500,640,640,240,920,320,400,320,1000,220,600,0,400,1124,1900,3060,620,10736,12316,12316,9952,8452,10236,420,900,244,300,0,640,400,100,340,300,3588,400,1400,1160,0,4268,120,540,6664,1100,2520,1200,920,1060,740,220,3940,3940,3840,3840,3940,3940,3840,3840,3940,3940,3840,3840,3940,3940,3840,3840,2300,120,80,24,24,20,24,24,1520,1040,840,820,340,4,620,100,400,204,40,40,40,40,340,100,900,0,300,700,600,0,600,300,500,0,1500,1420,620,0,0,20,40,40,40,200,100,720,220,400,0,900,1000,4740,3700,700,820,920,820,820,900,400,1420,1620,800,700,600,720,600,800,700,1700,820,700,1600,1600,0,0,0,0,0,0,0,0,0,100,200,0,0,0,900,820
100,Samuel Guthrie,3084,3104,3004,3024,1548,1440,1048,1100,1720,2420,1480,1480,1480,1480,1140,2540,2540,2540,2540,200,1260,1160,140,104,1260,1260,0,1120,40,0,200,500,500,1920,120,120,120,120,400,0,3360,100,100,100,600,600,500,600,600,500,0,100,0,0,540,0,0,0,0,0,300,220,5732,100,1780,1800,1700,100,20,644,0,500,40,40,40,0,300,1120,1100,0,804,500,640,640,240,920,320,400,320,1000,220,600,0,400,1124,1900,3060,620,10736,12316,12416,9952,8452,10236,420,900,244,300,0,660,400,100,340,300,3588,400,1400,1160,0,4268,120,540,6664,1100,2620,1200,920,1060,740,220,3940,4040,3840,3940,3940,4040,3840,3940,3940,4040,3840,3940,3940,4040,3840,3940,2300,120,80,24,24,20,24,24,1520,1040,840,820,340,4,620,100,400,204,40,40,40,40,340,100,900,0,300,700,600,0,600,300,500,0,1500,1420,620,0,0,20,40,40,40,200,100,720,220,400,0,1000,1000,4840,3800,700,820,920,820,820,900,400,1420,1620,800,700,700,720,700,900,800,1800,920,800,1700,1700,0,0,0,0,0,0,0,0,0,100,200,0,0,0,900,920
101,Rahne Sinclair,2904,2904,2824,2824,1428,1440,948,1200,1700,2400,1480,1480,1480,1480,1140,2700,2700,2700,2700,200,1140,1160,120,104,1260,1640,0,1120,20,0,0,0,0,1920,120,120,120,120,0,0,3440,300,100,100,600,600,500,600,600,500,0,100,0,0,0,0,0,0,0,0,100,220,5348,100,1500,1900,1700,100,20,284,0,500,20,20,20,0,300,720,1100,0,524,0,620,620,220,720,320,300,420,0,220,600,0,400,1004,1700,2760,520,10336,9952,9952,10420,8416,9156,420,260,124,180,0,100,400,100,220,300,3572,400,1400,1140,0,3972,20,540,6748,900,820,1200,720,860,720,120,2240,2240,2240,2240,2240,2240,2240,2240,2240,2240,2240,2240,2240,2240,2240,2240,2220,120,80,24,24,20,24,24,1520,1140,920,900,340,4,620,100,400,204,20,20,20,20,340,100,1000,0,300,800,700,20,600,300,600,0,1100,1020,720,0,0,20,20,40,40,200,100,700,500,300,0,500,1000,3300,3200,600,720,820,720,820,900,400,1300,1500,800,700,200,400,200,400,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,100,200,0,0,0,0,0
